STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N20950,A20950,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
AL,9,8010,680,7120,140,7430,450,7210,1220,23540,8410,0,0,0,0,0,20,3110,5415552,8010,5544842,6840,2638672,7340,62589,6140,214443,5960,178264,4570,24595,2740,273509,6280,558742,1590,87308,1540,96625,580,10,40,1670,49960,5640,1386332,4760,129290,90,23,910,35756,2190,31403,250,2599,0,0,0,0,870,27154,7730,605591,70,6535,7560,199720,150,584,7380,42000,7730,247193,5710,3968,5290,87814,140,1568,830,329,0,0,1650,16674,7450,266553,1170,32966,750,32899,8010,4807789,8010,1389101,2410,25657,10,67,4310,16441,3610,7722,370,228,0,0,0,0,0,0,110,90,3200,34804,0,0,10,115,30,155,7920,1362659,0,0,0,0,0,0,0,0,0,0,8010,1372660,8010,1454756,5350,15781,6820,28903,4460,227998,3530,133062,1690,48391,2130,84671
AL,10,3520,350,3070,50,3230,250,3370,360,9870,3290,0,0,0,0,0,0,1520,9899799,3520,10064533,2990,2227485,3440,193035,3020,466657,2970,395949,2260,41692,1210,155441,3150,3069854,660,38638,660,44613,330,10,46,840,24924,2990,3412325,2380,164734,20,5,330,13321,1130,15741,110,1145,0,0,0,0,820,111546,3360,1126340,0,0,3310,362213,50,227,3180,35566,3360,401215,2290,2153,1790,33495,60,1441,330,129,0,0,1260,41202,3270,726735,550,59193,650,93957,3520,8773071,3520,2704056,600,24798,0,0,2350,62560,2080,25524,100,56,0,0,0,0,0,0,40,148,1450,25256,0,0,0,0,10,71,3480,2760556,0,0,0,0,0,0,0,0,0,0,3520,2641496,3520,2777444,2210,19105,3130,94238,1670,377003,1840,348759,560,66124,1440,282636
AK,0,349060,177250,125830,37190,301710,23460,143570,215470,651380,204280,13670,6730,190,6740,2190,48730,73850,23850805,348570,24189497,290420,16789836,89240,158357,81990,424404,71850,323408,2590,4046,56970,882457,52090,959503,25990,548583,63940,2169876,1510,78780,157087,38710,559596,19290,1216654,85830,338692,7240,1886,2420,54377,7810,65620,5630,27779,26700,28217,3720,6907,2080,25204,80370,1719765,13490,159912,20420,31023,23810,28276,72020,350278,77500,422423,15030,7161,66000,624530,2140,9502,6450,3896,5710,10076,2320,12912,56710,344992,18230,132067,1390,22462,297000,17963675,300980,3418375,4100,16984,4200,6202,108010,134707,17600,14920,13380,8178,18820,18432,17700,3198,60550,76415,2710,2773,43840,151967,9230,91350,10100,99039,13440,12509,324390,4013507,48370,102377,40960,90475,31550,44043,13790,11968,3350,3880,274410,3283668,287670,3501800,6740,8863,8160,25641,81930,389409,257450,894307,250640,760569,8550,133737
AK,1,3440,2070,1080,150,2430,500,2320,860,5330,950,0,0,0,0,0,100,1470,-291541,2950,-286843,1020,42442,1270,6796,790,4990,690,3146,20,35,1640,-24556,1020,12161,220,4250,460,9431,90,100,259,0,0,800,-106894,930,4698,20,4,0,0,200,1709,30,164,170,201,150,519,20,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,228,10,206,20,8,160,13,10,0,0,0,20,2,10,5,110,6,0,0,500,1596,240,2696,260,2809,0,0,1650,15224,310,313,200,209,150,251,100,86,160,269,60,215,630,2138,40,78,20,23,350,914,1470,13986,1320,9643,190,4343
AK,2,50600,43950,2450,3420,39730,5310,16950,21510,40190,9460,5140,3250,10,1880,1020,4430,6430,226842,50600,232454,32240,152697,5440,1897,8440,9750,7160,7439,40,23,4960,11065,2640,1746,830,3291,2210,10483,70,17500,22836,100,449,490,-1624,5360,5612,50,11,20,300,250,787,100,304,700,575,510,1528,20,68,1080,17578,670,6845,150,321,260,210,740,2761,900,3438,130,130,610,4602,20,95,40,10,100,154,20,124,520,657,370,1194,20,129,20050,16825,21560,1765,10,89,90,30,1910,59,370,6,30,0,130,25,50,1,1350,25,0,0,4110,2708,600,6765,630,6759,50,18,34860,29795,12490,11071,11230,10162,3170,1665,1210,1038,350,330,20010,1706,23780,4635,10,7,0,0,13600,2019,30880,27212,30650,26762,270,449
AK,3,58240,40900,6610,9050,50630,3740,20480,42520,85850,25750,3200,1470,30,1700,710,11580,9030,1018812,58240,1033293,49330,795487,6640,4711,9040,16355,7380,11988,100,92,8190,61293,3470,6737,2030,14520,6170,68012,120,16810,31657,2790,5686,950,-1359,10280,14481,200,45,60,320,560,1767,410,1486,2560,2219,270,671,60,118,2800,45446,1430,15777,480,366,800,720,1940,7048,2440,8680,440,388,1640,11959,60,291,140,54,240,379,30,59,1600,4031,820,3778,30,115,43330,306165,45410,32037,20,18,380,111,13880,4022,590,27,470,113,3600,2115,4530,744,5090,960,100,40,6970,11204,1970,20916,2030,21054,3260,1862,54890,155747,17650,52567,14930,47770,11940,15481,2810,2395,990,810,36370,28014,41010,41535,0,0,20,74,6450,7865,50550,121883,50200,120498,460,1385
AK,4,78860,45620,17190,13140,70120,4160,28390,59150,142420,46900,3030,1200,70,1770,460,16380,12520,2879998,78860,2915253,70170,2373209,11840,9348,12910,26518,10690,19462,280,219,10280,105775,6080,16553,3500,35303,10170,190756,190,22130,43354,7930,52249,1890,9852,17680,35255,680,160,170,1666,1040,3721,1190,4654,7720,7734,330,646,150,324,8890,140993,2770,29573,2000,1257,2500,1966,6880,23506,8130,28113,1590,1074,6320,47080,210,1090,440,319,1030,1912,100,170,5210,16759,2230,14044,100,571,76050,1598112,76380,198605,10,77,1850,1044,30150,26064,1540,113,2720,1536,5710,5480,10030,1925,17720,16415,440,397,7920,20492,3980,37358,4110,38757,5430,3541,76950,361012,17420,38249,14250,32198,13090,21194,3380,2818,1220,1353,63910,172541,67110,198145,20,12,0,0,11810,22420,66770,184740,66140,182274,850,2466
AK,5,50680,23120,19680,6130,44370,2890,20910,34480,104220,33880,1290,470,40,790,0,7800,11890,3123386,50680,3161079,43950,2435944,13350,11926,11310,29252,9790,21543,370,340,8150,92641,7000,27293,4130,54076,10790,308890,190,11270,26292,7790,104953,2080,17913,14840,37693,1500,367,200,2377,940,5073,1160,5149,6440,7061,660,976,170,548,13450,223797,2850,31891,3050,2284,3820,3505,11670,42482,12850,49948,2330,1188,10970,85435,330,1694,750,490,1860,3356,170,338,8320,29343,3080,18519,140,1047,50450,2126457,50370,308664,40,71,1030,1915,19680,29592,2180,235,2240,1346,3310,3618,3070,523,14200,22891,460,456,5990,18487,1690,15952,1890,18227,2300,2279,49890,391641,490,177,360,136,2650,4375,1970,1734,470,736,47660,279072,48470,301791,10,17,10,15,11330,30264,39230,119101,38510,115232,960,3869
AK,6,34940,10920,20440,2820,30620,2040,15890,22320,81890,26520,570,180,30,360,0,4180,9880,3034003,34940,3068255,30100,2261880,12440,13514,9600,31060,8460,22127,420,437,6860,93863,6700,37203,4020,69882,9810,351103,180,6070,16314,6620,114683,2080,27350,10430,34252,1250,317,240,2721,860,5365,880,4602,3410,3782,220,333,210,788,13170,242211,2170,24941,3240,2708,3990,4057,11960,47297,12770,55762,2410,1002,11220,95789,300,1230,900,608,1910,3623,190,675,8830,38601,2990,18818,170,1440,34880,2223373,34840,345184,100,184,460,1365,14170,24734,2310,404,1970,1284,2460,2712,0,0,10560,19141,420,410,5080,17722,550,5501,720,6891,1100,1500,34480,402368,0,0,0,0,420,781,1420,1255,130,311,34380,320450,34540,341945,20,14,20,11,9370,32370,25500,92029,24780,87954,910,4075
AK,7,56540,8930,44850,2130,49780,3630,27970,29910,149320,47940,430,170,30,240,0,3990,16880,7701882,56540,7787411,49870,5628110,26550,34818,20370,94374,18600,69278,910,1161,12540,236959,16220,167271,8240,219605,19060,890927,440,4630,15269,10520,208974,5570,139237,19950,85529,3000,843,820,13761,1890,16222,1540,8388,5710,6645,1590,2234,620,3083,29680,643772,3150,40395,8090,8848,9370,11948,28010,137585,29240,162897,5850,2480,26060,260477,870,3224,2550,1544,590,652,710,1753,22460,121469,6510,44970,490,4475,56510,6129882,56470,1089834,670,1543,340,1435,22180,30061,6180,1835,4890,3243,3590,4480,0,0,11500,16952,990,931,9320,41812,190,2162,420,4122,1030,2218,56080,1160848,0,0,0,0,140,296,2900,2642,30,71,56300,1059773,56380,1111434,470,132,200,152,21140,111023,35280,158785,33440,144414,2330,14371
AK,8,13520,1480,11650,300,11980,1030,8730,4380,36190,11030,10,0,0,10,0,270,4850,3737301,13520,3805612,11890,2327177,9630,33522,7810,93266,7420,71182,350,700,3660,199071,7170,234948,2610,123209,4740,305398,180,260,1031,2500,59909,3870,330078,4990,68311,510,132,660,19902,1350,17353,250,2244,0,0,0,0,570,7032,9870,300112,430,9584,2990,6982,2740,4932,9480,68944,9780,82843,2050,810,8260,102429,320,1559,1390,730,0,0,750,3543,8470,78097,1960,20434,310,5177,13510,3265209,13510,743328,2820,9457,50,294,4640,7619,3350,4569,970,598,0,0,0,0,20,25,270,405,3150,25884,0,0,50,420,230,895,13390,749702,0,0,0,0,0,0,0,0,0,0,13500,735709,13510,776579,4790,3281,5920,6219,6900,102101,6560,73841,5140,44139,1700,29702
AK,9,1610,190,1370,40,1460,120,1350,260,4350,1370,0,0,0,0,0,0,670,1079365,1610,1108266,1340,466248,1470,15849,1220,42211,1180,33269,70,316,480,66114,1240,132055,310,17746,440,28704,40,10,75,330,9181,1030,288333,930,28901,30,7,180,9098,460,8244,50,529,0,0,0,0,160,4780,1080,58799,20,906,310,3898,260,737,1040,13011,1070,18258,190,69,760,12803,40,319,190,95,0,0,230,2582,1000,25983,200,5341,80,3930,1610,1012999,1610,292232,340,3991,0,0,850,5506,730,3788,70,41,0,0,0,0,0,0,30,134,550,7452,0,0,0,0,20,154,1590,303083,0,0,0,0,0,0,0,0,0,0,1610,286726,1610,303851,980,2703,1390,6425,760,39631,840,38339,350,12802,540,25537
AK,10,620,80,510,20,580,30,590,60,1630,490,0,0,0,0,0,0,260,1340757,620,1364717,520,306642,610,25976,500,76628,490,63974,50,723,210,40232,550,323536,110,6701,110,6172,10,0,0,120,3512,520,513768,440,23960,0,0,70,4232,260,5379,30,259,0,0,0,0,100,8381,330,47057,0,0,110,4359,70,201,310,7644,320,12484,50,20,170,3956,0,0,60,46,0,0,120,3668,310,30052,70,4969,60,5578,620,1284653,620,406498,80,1348,0,0,390,7037,350,3943,20,17,0,0,0,0,0,0,0,0,250,4610,0,0,0,0,10,42,620,444087,0,0,0,0,0,0,0,0,0,0,620,399462,620,419747,400,2619,580,12722,230,40802,390,64391,90,16851,320,47540
AZ,0,3023250,1395750,1105820,480140,2647250,212440,1453650,1825670,6017650,2030720,90790,37780,4460,48550,11810,431250,790770,193796597,3012150,196452655,2441260,132701860,717360,1720845,505370,4416437,468150,3263881,403600,672312,490830,5726658,493700,13751203,329300,6629488,612890,15783141,8410,70590,261609,459420,6903400,170660,10221161,748350,2656058,64390,16181,14060,332789,78410,526849,46240,226319,244120,250248,24660,49332,8970,196053,900630,22963013,301760,2746426,673530,4076544,205140,378290,784240,2368376,897020,7258016,616770,368648,689200,6018295,16760,81641,50210,34689,71640,116433,28280,262531,755570,4088485,258500,2257558,34760,802304,2358430,138507785,2347730,26859031,57070,316487,38240,58844,948030,1264103,152450,194807,116960,64617,185080,176592,192370,32982,483720,589466,37960,81352,363190,1025179,73620,600549,82370,658843,107360,85865,2829970,31197355,587710,1505440,507680,1305156,421590,593184,156060,129837,31060,31342,2092390,25594939,2279340,27270503,57490,106058,67560,336736,693790,3429847,2214680,7294930,2162370,6187826,66440,1107107
AZ,1,45060,26620,15480,1860,31200,8020,28150,9900,69310,10360,650,240,10,400,0,1250,24430,-5216428,33970,-5162032,9550,334262,14060,125330,9720,97824,8800,61069,1780,6469,16720,-263257,15480,347003,4180,65721,5660,71260,800,270,1145,80,480,8930,-1045916,9800,54396,150,37,60,1636,2750,14185,260,1330,1700,1914,1370,4539,90,9065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,2395,90,2178,520,192,130,162,10,2,0,0,30,22,20,13,60,47,0,0,5480,13664,3450,33079,3630,32386,40,20,18300,108979,3780,4205,2360,2788,1560,2462,1980,1812,2390,3130,550,2233,6820,18277,230,463,40,282,4160,7909,16390,98660,15280,73096,1370,25564
AZ,2,354410,279290,37610,34170,296270,29180,142180,190140,380510,84480,24640,9470,290,14880,3970,44890,86150,1921126,354400,1981473,249360,1470827,46480,26838,30130,47123,26910,27747,3620,2000,58870,208436,28440,10438,20660,86704,40210,188213,450,4630,14472,950,3439,5290,-20701,58280,60347,610,127,120,638,4020,11952,800,2538,6200,4984,4100,11724,100,117,19070,313305,15460,137348,4150,6035,11200,8215,14340,32875,18300,51687,9270,3978,10920,74410,260,1299,640,304,1370,2447,410,802,12590,15121,8860,24646,600,4212,35280,62691,35570,7241,20,174,2070,869,1800,219,1030,33,0,0,450,102,90,23,80,33,30,11,47700,37625,8320,72222,8660,71681,280,152,284100,295551,118090,139317,102040,121330,37630,25229,13890,11716,4840,4447,34870,7023,84890,46064,20,18,20,144,34900,16973,264520,266437,263100,262726,1820,3711
AZ,3,684250,401900,103710,171020,597020,48300,300020,483870,1198300,450650,28870,13330,1020,14520,4920,144480,141290,11901695,684250,12077714,545020,9225071,75680,62080,47670,118564,42980,71174,9940,5791,115220,963051,44670,65330,44610,344584,96340,1031723,1170,23990,87368,52710,96138,10670,25392,131190,176019,3970,895,360,2192,8040,26341,3450,11258,26340,20623,2730,5918,210,275,55780,892880,40790,339425,19170,18110,31090,27212,39960,82642,54700,143869,30370,13436,31000,197881,760,3222,1790,1079,3950,6633,850,1302,40330,82331,19160,100887,1930,13807,425810,2761657,421850,290862,80,206,7140,3148,134710,46618,5150,258,6510,2093,41360,22965,48900,7838,39560,12738,1220,449,94640,163171,22700,175023,23200,174107,35890,20375,633950,1974632,260050,911350,233100,803066,201010,286023,39940,32344,11970,10840,338510,244243,422640,430695,60,59,20,115,77450,74397,581520,1615203,578720,1607303,3870,7901
AZ,4,775990,388510,193830,179160,686550,50110,344510,539650,1537690,571720,23740,11380,1370,11000,2890,145590,158310,27977395,775990,28297090,668870,22997686,113180,99864,71760,215719,65490,134902,43360,28282,93200,798187,67170,174122,59540,655571,127220,2156837,1540,19990,76312,118820,833320,18660,144252,170370,319695,17430,4143,910,8074,11970,49910,10410,38645,77670,74006,2810,5231,470,1062,143970,2374330,74610,609925,86580,109847,52130,66403,109370,209322,143030,434859,89400,40816,95280,607535,2470,11504,5040,4081,17590,27839,1840,3147,108570,262394,50010,375327,4550,32489,738300,14063707,733660,1723869,100,440,16450,13698,325130,274711,17210,1614,32580,18398,59220,55200,114420,20401,187600,170410,6890,6360,64120,156521,29090,225840,30440,237189,45720,30782,750900,3066849,201880,449131,167450,376932,154030,236876,38960,31326,9620,9941,592790,1449157,629650,1646587,130,225,50,115,144950,217458,624990,1628267,619660,1611731,7240,16537
AZ,5,410290,162000,186130,54320,361680,27630,202850,246910,889250,293050,8040,2490,790,4760,40,50430,120730,25189012,410290,25485953,340310,18892723,106840,114186,72000,282290,66310,184666,66240,54941,59310,572839,67100,275025,54060,801091,106130,2636562,1180,8930,33609,94770,1475392,18730,220427,118740,296941,12270,3053,1050,11735,9760,52662,9330,40450,56000,60744,3880,6507,650,1871,158130,2871836,62720,543807,114720,223971,40330,69893,134110,276365,157700,629041,106340,50002,120340,836175,2930,12555,7210,5880,22200,36718,2160,3805,126730,365408,49150,390360,5000,42296,407390,16185331,405880,2270311,470,904,7260,17017,168330,245620,21910,3388,19900,10932,31110,34650,28950,4707,110610,173285,7740,12969,40630,112662,8020,75762,10540,94263,14610,14359,400350,2640792,3920,1437,2720,1040,22500,34099,20730,17501,1930,2452,381910,2024699,389120,2165930,120,134,60,192,120730,275856,287870,742199,281610,721587,8130,20612
AZ,6,260610,66970,169890,20400,231590,16790,136240,147210,628630,198210,2920,590,460,1870,0,23390,87990,22579500,260610,22827919,213940,16088636,92350,117016,64880,301581,60010,203815,67500,71269,43540,489736,60980,355029,45940,915292,81660,2583041,840,5370,19785,69830,1451029,18060,290275,78630,248419,10210,2737,1100,13592,7930,49010,6720,34385,32130,36086,1340,2068,730,2341,137070,2818714,45080,414100,107340,295329,27900,62143,123290,289771,136880,707237,98400,52037,111330,870159,2600,10767,7430,5558,20520,36798,2330,4755,116720,413069,39180,305568,4730,47675,259750,15802400,258900,2357951,1060,1929,2660,10588,110750,191244,20840,3938,17180,9729,22650,25597,0,0,74850,130108,6510,14358,29830,93710,1730,16004,3390,29138,5440,7156,256180,2560574,0,0,0,0,3640,6255,14950,12564,300,471,254560,2166707,256070,2284246,170,140,80,190,87820,260317,171980,530672,166100,506573,7620,24099
AZ,7,367660,55850,293400,15460,329830,23630,207670,172650,968500,307520,1830,260,510,1060,0,19350,126910,49623608,367660,50220663,308050,34628033,176230,304844,132470,905212,124280,649147,151160,224828,72670,1197034,128950,1481432,74760,2286245,122400,5147064,1520,6240,23787,94460,2295203,44460,1263074,132750,597055,17020,4509,4040,70066,16870,130331,12090,67733,44090,51891,8430,13345,2230,11060,269550,6693097,55490,562168,231910,1053916,35510,111048,252280,769193,269390,2085259,202190,132697,228440,2146281,5380,23103,17850,11833,6010,5998,7720,22783,241460,1121844,67750,562278,10350,144537,367090,37824630,366420,6525736,6780,17587,1810,10842,155080,232587,47790,18614,31340,18040,30270,38056,0,0,70880,102768,11620,32098,51820,211271,310,2619,2120,16594,4310,8777,362860,6693305,0,0,0,0,1210,2240,25620,22574,30,61,364540,6293149,365290,6559813,2910,988,1030,1120,158010,772177,208670,895072,195310,799575,17180,95497
AZ,8,103210,11990,87530,3090,93530,7000,72670,32030,285050,94340,100,20,20,60,0,1810,36540,29252360,103210,29735496,88120,18515331,72710,288507,60080,919636,57310,700942,48680,128224,24960,1050778,62740,2149155,21630,1183440,28980,1699606,620,1100,4753,23080,613067,31800,2628067,36740,483136,2560,641,4340,127264,11710,123284,2460,22646,0,0,0,0,2450,28097,96210,3830161,7340,126936,89530,953684,6300,29144,91020,458714,96170,1511783,68240,58834,77440,1000676,1890,12247,8300,4773,0,0,7880,45925,89470,753132,20470,256847,5170,177375,103070,24404102,103050,5576496,41310,164117,300,2210,39230,80422,27810,40385,8440,4799,0,0,0,0,80,77,3390,11492,21580,146432,0,0,340,3132,880,3266,101840,5478321,0,0,0,0,0,0,0,0,0,0,102910,5496078,103090,5756448,39940,30155,47730,56616,54710,799174,48130,511481,38040,325282,12290,186200
AZ,9,14800,1730,12460,470,13410,1140,12880,2380,41580,14320,0,0,0,0,0,50,5450,9959134,14800,10157563,12340,4987066,13140,154595,10950,423897,10530,327934,7150,43115,4220,353818,11910,1332940,2760,196775,2990,186489,170,60,273,3120,88893,8760,2069578,7580,198429,130,34,1430,64315,3370,42911,490,4831,0,0,0,0,1030,28973,14200,1117636,250,10263,13660,413628,500,2646,13520,126420,14190,556130,8850,10438,10310,192065,290,3520,1400,843,0,0,2790,33590,13410,293611,2670,77592,1300,104803,14780,8841863,14800,2531710,5630,66393,30,211,8220,52245,6670,33209,830,487,0,0,0,0,0,0,390,2020,4740,48611,0,0,30,258,140,741,14610,2469702,0,0,0,0,0,0,0,0,0,0,14780,2479465,14800,2622546,9530,28574,12410,61785,8130,398333,6610,241071,3170,83713,3940,157358
AZ,10,6980,900,5780,200,6180,660,6490,950,18820,6070,0,0,0,0,0,0,2980,20609195,6980,20830816,5710,5562225,6700,427585,5710,1104591,5520,902485,4180,107393,2120,356036,6260,7560729,1190,94065,1310,82346,140,10,105,1600,46439,5300,4646713,4280,221621,20,5,660,33277,1990,26263,240,2503,0,0,0,0,1000,113192,6660,2051054,30,2454,6480,1002024,160,1586,6360,123074,6650,1138151,3700,6410,4150,93113,170,3424,560,338,0,0,2300,146422,6310,781575,1260,164053,1130,235110,6960,18561404,6970,5572460,1520,62559,10,69,4650,140275,4030,93366,180,139,0,0,0,0,0,0,180,1595,2650,41512,0,0,10,95,60,237,6900,5908650,0,0,0,0,0,0,0,0,0,0,6960,5432185,6970,5739897,4380,45302,6130,216177,2950,607253,4000,765868,1380,196240,2990,569628
AR,0,1233060,509740,488140,209810,1113380,57890,706060,785270,2502800,850210,27170,14110,140,12920,4330,214540,301180,73645352,1229870,74516871,1025860,48569860,290410,532669,168770,3879811,157190,3623279,158360,212575,206690,1911286,156360,6513149,112360,1851881,235610,5240300,41120,37760,122189,183520,2480630,69020,3638923,295080,871519,30480,7920,3050,63398,30970,191823,16260,81976,85260,87433,6540,15443,7700,118616,281230,8288021,75510,679239,234550,2056600,41650,73856,229860,481217,280290,2727818,202080,99700,196300,1271811,4120,15692,8800,4661,16770,20627,8460,58557,226520,2912841,69900,634927,10930,288748,914650,50451225,912080,9348346,21680,121229,18800,18997,369040,437454,39850,42406,51700,29354,65840,65627,93660,16797,207470,246934,7990,6669,160910,391872,32160,130372,36890,144168,41350,30424,1168790,11725455,295680,782530,260100,686062,204310,272610,60370,51605,13710,11461,805420,8910920,895740,9718570,16310,29551,20160,307127,233590,1087782,965280,3078120,948150,2741806,22150,336313
AR,1,17350,8470,7760,590,13700,1840,12790,3970,28940,4400,120,60,0,60,0,550,9070,-1485470,14170,-1466973,4040,130443,6310,20150,3290,29763,2980,25983,530,1535,6830,-91752,4770,68595,1590,19555,2610,31159,3890,130,504,30,156,3680,-261893,3890,18497,70,17,10,229,1000,4935,90,509,460,531,330,1139,390,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,559,30,456,250,82,40,22,0,0,0,0,0,0,0,0,30,14,0,0,2410,6051,1470,8977,1530,7833,10,10,7880,37747,1600,2094,980,1350,730,1118,710,643,1120,1410,270,537,2960,7409,80,119,0,0,1830,3833,7060,34228,6730,25680,440,8549
AR,2,173760,130410,18630,22500,150370,11020,86410,99890,191600,51660,6080,3360,10,2720,1590,29480,31430,952178,173760,976180,134520,760800,18640,9957,9720,12562,8890,8513,1260,922,28200,102698,9040,5823,6990,29526,15750,75923,2880,2890,5839,450,2009,2280,-2817,27570,24002,190,43,20,88,1830,5690,300,1057,2020,1635,1230,3667,160,723,4430,68067,3390,32347,1220,2429,2600,2183,2880,4490,4230,10222,2480,1032,2100,11784,40,185,60,27,240,381,80,148,2890,5294,1910,5671,170,1719,16610,28832,17110,3359,10,12,1250,431,680,89,370,10,0,0,150,36,40,10,70,26,20,6,23890,18681,4070,19854,4230,18941,150,77,151940,168030,65070,86546,58350,76459,24490,15898,6490,5433,2420,1827,16840,3270,41880,22692,0,0,20,37,15280,7443,143650,152749,143120,151337,700,1412
AR,3,309620,158520,54900,90500,281670,13360,165680,228140,571610,221670,9870,5460,60,4350,1870,80960,61670,5329916,309620,5400479,252670,4225160,35720,26746,17130,33924,15630,23555,4350,2842,52420,417354,15460,28787,17730,130394,43960,450931,5300,10280,26922,21910,39128,4820,11894,57610,70563,1360,316,70,336,3640,12168,1310,4120,9310,7286,760,2023,360,1734,16060,250213,11300,99451,6160,8118,8750,8509,10100,13427,15760,35196,9480,4404,7000,36559,170,639,250,159,850,1180,230,301,11440,39641,5030,30090,630,5480,180790,1118675,180060,118240,30,55,4450,1890,55930,17555,1390,55,3230,1040,12860,6804,23220,3762,18290,5611,520,181,44320,73130,11410,45655,11720,44538,14980,8130,291860,996643,137260,491129,124730,438128,103370,145140,15540,13053,5690,4073,144320,100685,185980,184017,20,54,0,0,28090,28134,273390,839888,272270,837089,1520,2800
AR,4,309530,130840,98550,70130,281630,12660,170660,219630,638970,231790,7720,4190,40,3490,870,64300,67000,11123965,309530,11237094,270110,9190316,52210,39618,26690,61911,24590,44139,18820,12870,39440,288425,23540,68758,22680,229318,54860,887612,7820,10600,33507,55060,356121,8320,49432,62840,113129,6660,1612,180,1227,5380,23875,3660,13689,24340,23224,750,1700,680,3620,44340,705248,21410,179434,30390,54749,12760,17724,29320,38590,44090,123834,28130,11277,24570,118168,510,1986,780,624,3860,4665,400,800,32320,139128,15120,119361,1480,13442,295640,5436504,293900,657680,40,109,7960,5728,132840,111068,4830,272,13220,7442,19380,18530,53580,10344,80050,72296,2160,1335,28660,62726,12030,44532,13180,49175,16970,11166,301120,1285043,89940,202128,74850,169671,66260,97085,13500,11358,3800,3395,232990,546612,250330,626260,30,36,20,116,49290,74138,258460,730399,256440,724031,2790,6368
AR,5,164370,49220,93510,17340,149200,7130,99510,103080,379090,121260,2200,800,10,1390,0,22520,47420,10083354,164370,10189579,140690,7744738,47410,42393,25450,75973,23410,55797,28780,24545,26260,211250,22720,102708,19300,257430,42110,979752,6550,6220,21699,40380,598422,8470,91127,46530,106225,6470,1653,220,2111,4160,22682,3320,15415,19560,20758,890,1851,790,4164,49980,874428,16820,147779,41260,117783,8000,15285,38610,54271,49870,202610,34640,13143,34050,174174,670,2432,1100,806,5180,6286,630,1394,37600,184190,15200,131896,1780,19061,163540,6423697,163040,877407,170,299,3080,5199,71140,104108,6050,500,10150,5626,12710,14862,16810,2681,49450,77106,1860,1409,19240,48273,2720,10068,4100,15809,5800,5390,161240,1067669,1820,633,1200,454,8410,11499,8490,7378,610,682,154520,773299,157510,833671,30,28,20,7,42780,96396,121130,327865,118880,320486,2990,7378
AR,6,99630,16570,76770,4960,90830,4340,62340,59270,254180,77800,750,150,10,590,0,9530,32050,8620432,99630,8709685,85440,6401607,38410,39602,22130,80169,20590,60765,27910,27985,18160,164071,19760,117890,15550,275805,29940,874089,5140,3510,14037,26740,536026,7680,115969,32970,89253,5940,1638,240,2509,3250,19837,2580,13506,13550,15660,360,744,840,4102,42940,850294,10700,92669,38070,155689,4360,10466,36470,59032,42890,240771,31800,13624,32250,185324,600,2016,1130,641,5010,6729,700,1671,34970,197852,11180,99331,1490,21125,99440,6046077,99220,865853,360,675,1020,2759,43060,74230,5700,552,8890,5295,9490,11239,0,0,31990,54160,1150,983,13330,37942,410,1139,1220,4476,1910,2343,98240,976631,0,0,0,0,810,1350,6220,5396,70,74,98350,791624,98720,839068,40,31,20,45,29570,87161,69860,223272,67740,215284,2750,7988
